CAMPING_UNIT_TYPE,CAMPING_UNIT_NAME,CAMPSITE_TYPE_NAME,CAMPING_UNIT_DESCRIP,CAMPGROUND_LOOP_NAME,CAMPGROUND_NAME,CAMPGROUND_TYPE_NAME,CONTAINING_MGMT_UNIT_NAME,LAM_PROGRAM_PROJECT_CODE,CONTAINING_MGMT_UNIT_TYPE_NAME,SHAPE_COLLECTION_METHOD,AMPS_30_FLAG,AMPS_50_FLAG,SITE_PAD_LENGTH_FT,SITE_PAD_WIDTH_FT,SITE_PAD_TYPE_NAME,PULL_THROUGH_BACK_IN_FLAG,LEFT_SLIDE_OUT_FLAG,RIGHT_SLIDE_OUT_FLAG,TENT_PAD_DIMENSIONS_FT_X_FT,TENT_PAD_TYPE_NAME,DISTANCE_TO_WATER_BODY,DISTANCE_TO_RESTROOM,DISTANCE_TO_SHOWER,DISTANCE_TO_DUMP_STATION,HIKE_IN_DISTANCE,PICNIC_TABLE_FLAG,ADA_ACCESSIBLE_FLAG,DIRECTIONS,FOOD_LOCKER_FLAG,WATER_FRONT_FLAG,PETS_ALLOWED_FLAG,CAPACITY_PEOPLE,CAPACITY_VEHICLES,FIRE_RING_FLAG,GRILL_TYPE_NAME,SEATING_TYPE_NAME,SHADE_TYPE_NAME,COUNTY_NAME,PAT_AREA_NAME,PAT_DISTRICT_NAME,DNR_REGION_NAME,DNR_REGION_CODE,MN_TOURISM_REGION_NAME,STABLE_PROD_GUID,Shape
Campsite,H13E,Drive-In Equestrian Electric,,,Equestrian Campground,Horse Campground,Fort Ridgely State Park,SPK00151,State Park,Heads-Up Digitizing,t,,45,12,Gravel,B,t,t,,Grass/ Bare Ground,.1 mile,175',175',.1 mile,,t,,,f,t,t,6,1,t,On Fire Ring,,No ,Renville,4C,9,Southern Region,4,Southern,{B6100645-2D29-48DB-9034-AD30D271FF19},POINT (362231.9924999997 4925789.497099999)
Campsite,H14E,Drive-In Equestrian Electric,,,Equestrian Campground,Horse Campground,Fort Ridgely State Park,SPK00151,State Park,Heads-Up Digitizing,t,,40,12,Gravel,B,t,t,,Grass/ Bare Ground,.1 mile,200',200',.1 mile,,t,,,f,t,t,6,1,t,On Fire Ring,,No ,Renville,4C,9,Southern Region,4,Southern,{D8519E1A-1EA5-4609-B794-B9835535C700},POINT (362230.25179999974 4925811.0549)
Campsite,1,Drive-In,,,Fort Ridgely Campground,,Fort Ridgely State Park,SPK00151,State Park,Heads-Up Digitizing,,,55,12,Gravel,B,t,t,,Grass,.2 mile,,,2.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Nicollet,4C,9,Southern Region,4,Southern,{69B55D67-1410-49B7-8763-6EC5B9FBBDE7},POINT (362702.3990000002 4923547.738)
Campsite,2,Drive-In,,,Fort Ridgely Campground,,Fort Ridgely State Park,SPK00151,State Park,Heads-Up Digitizing,,,55,12,Gravel,B,t,t,,Grass,.2 mile,,,2.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Nicollet,4C,9,Southern Region,4,Southern,{488434C2-0DA6-4221-9670-B3D459E6283F},POINT (362718.2429999998 4923579.812999999)
Campsite,3,Drive-In,,,Fort Ridgely Campground,,Fort Ridgely State Park,SPK00151,State Park,Heads-Up Digitizing,,,55,12,Gravel,B,t,t,,Grass,.2 mile,,,2.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Nicollet,4C,9,Southern Region,4,Southern,{925CEA9A-5354-4B73-832C-BEE94D6DCC04},POINT (362673.26400000043 4923569.896)
Campsite,5,Drive-In,,,Fort Ridgely Campground,,Fort Ridgely State Park,SPK00151,State Park,Heads-Up Digitizing,,,47,39,Gravel,B,t,t,,Grass,,350',,2.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Nicollet,4C,9,Southern Region,4,Southern,{F9DC6F9A-2FC3-4737-A160-8F9A562EA557},POINT (362654.55900000036 4923582.078)
Campsite,42,Drive-In,,Hollow Loop,Grass Lake Campground,,Maplewood State Park,SPK00229,State Park,Global Positioning System,,,20,12,Gravel,B,f,f,10x10,Grass/ Bare Ground,.25 mile,70',.3 mile,2.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Otter Tail,1B,1,Northwest Region,1,Central,{4BDE3AAD-247E-4D73-882D-055D3A304F82},POINT (274091.6010999996 5157033.134500001)
Campsite,43,Drive-In,,Hollow Loop,Grass Lake Campground,,Maplewood State Park,SPK00229,State Park,Global Positioning System,,,20,12,Gravel,B,f,f,10x10,Grass/ Bare Ground,.25 mile,70',.3 mile,2.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Otter Tail,1B,1,Northwest Region,1,Central,{0F3B7DE7-E8F7-4729-84A4-6404C2772C63},POINT (274114.7302000001 5157026.4813)
Campsite,44,Drive-In,,Hollow Loop,Grass Lake Campground,,Maplewood State Park,SPK00229,State Park,Global Positioning System,,,20,12,Gravel,B,f,f,10x10,Grass/ Bare Ground,.25 mile,50',.3 mile,2.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Otter Tail,1B,1,Northwest Region,1,Central,{0EF1FB08-1911-4448-8138-C57BAEA7F305},POINT (274119.3925000001 5157002.150900001)
Campsite,45,Drive-In,,Hollow Loop,Grass Lake Campground,,Maplewood State Park,SPK00229,State Park,Global Positioning System,,,20,12,Gravel,B,f,f,10x10,Grass/ Bare Ground,.25 mile,50',.3 mile,2.5 miles,,t,,,f,,t,6,2,t,On Fire Ring,,Fully,Otter Tail,1B,1,Northwest Region,1,Central,{7588E403-F26E-490B-A035-9CE4DDFC56EC},POINT (274135.6490000002 5157020.118899999)
Campsite,46,Drive-In,,Knoll Loop,Grass Lake Campground,,Maplewood State Park,SPK00229,State Park,Global Positioning System,,,20,12,Gravel,B,f,f,10x10,Grass/ Bare Ground,Lakeside,150',.5 mile,2.5 miles,,t,,,f,t,t,6,1,t,On Fire Ring,,Partially,Otter Tail,1B,1,Northwest Region,1,Central,{E73DB3F9-D246-4EDF-92E5-7DB14032998C},POINT (273937.4188000001 5156319.058700001)
Campsite,47,Drive-In,,Knoll Loop,Grass Lake Campground,,Maplewood State Park,SPK00229,State Park,Global Positioning System,,,20,12,Gravel,B,f,f,10x10,Grass/ Bare Ground,.1 mile,75',.5 mile,2.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Otter Tail,1B,1,Northwest Region,1,Central,{11D6DC9D-CDAE-4174-BE58-DFBB6CF2A050},POINT (273919.8300999999 5156368.5374)
Campsite,48,Drive-In,,Knoll Loop,Grass Lake Campground,,Maplewood State Park,SPK00229,State Park,Global Positioning System,,,20,12,Gravel,B,f,f,10x10,Grass/ Bare Ground,.1 mile,100',.5 mile,2.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Otter Tail,1B,1,Northwest Region,1,Central,{AC866CD1-4B6E-4CDC-BADC-1335E0B584CF},POINT (273929.6359000001 5156395.7862)
Campsite,49,Drive-In,,Knoll Loop,Grass Lake Campground,,Maplewood State Park,SPK00229,State Park,Global Positioning System,,,20,12,Gravel,B,f,f,10x10,Grass/ Bare Ground,.1 mile,50',.5 mile,2.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Otter Tail,1B,1,Northwest Region,1,Central,{FF8E6B91-8FAA-4900-9634-C67864987FBF},POINT (273890.7050000001 5156397.3456999995)
Campsite,50,Drive-In,,Knoll Loop,Grass Lake Campground,,Maplewood State Park,SPK00229,State Park,Global Positioning System,,,20,12,Gravel,B,f,f,10x10,Grass/ Bare Ground,.1 mile,50',.5 mile,2.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Otter Tail,1B,1,Northwest Region,1,Central,{C1230B8F-613E-45EB-8530-8C22497F6E81},POINT (273896.64549999963 5156425.3442)
Campsite,51,Drive-In,,Knoll Loop,Grass Lake Campground,,Maplewood State Park,SPK00229,State Park,Global Positioning System,,,20,12,Gravel,B,f,f,10x10,Grass/ Bare Ground,.1 mile,50',.5 mile,2.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Otter Tail,1B,1,Northwest Region,1,Central,{13DC2F05-A217-4750-BC49-5C93B1230125},POINT (273850.8364000004 5156420.4363)
Campsite,52,Drive-In,,Knoll Loop,Grass Lake Campground,,Maplewood State Park,SPK00229,State Park,Global Positioning System,,,20,12,Gravel,B,f,f,10x10,Grass/ Bare Ground,.1 mile,55',.5 mile,2.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Otter Tail,1B,1,Northwest Region,1,Central,{19AF786A-8B14-4C82-8E7D-135EDCEF94C6},POINT (273855.9008999998 5156445.1622)
Campsite,53,Drive-In,,Knoll Loop,Grass Lake Campground,,Maplewood State Park,SPK00229,State Park,Global Positioning System,,,20,12,Gravel,B,f,f,10x10,Grass/ Bare Ground,.1 mile,75',.5 mile,2.5 miles,,t,,,f,,t,6,2,t,On Fire Ring,,Fully,Otter Tail,1B,1,Northwest Region,1,Central,{D5C983B6-324B-4389-8CB3-2C1353B09429},POINT (273797.32820000034 5156432.240900001)
Campsite,54,Drive-In,,Knoll Loop,Grass Lake Campground,,Maplewood State Park,SPK00229,State Park,Global Positioning System,,,20,12,Gravel,B,f,f,10x10,Grass/ Bare Ground,.1 mile,50',.5 mile,2.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Otter Tail,1B,1,Northwest Region,1,Central,{CF4A0EF7-3B36-441D-8F89-1FA44EA451F9},POINT (273828.15589999966 5156412.4899)
Campsite,144,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,35,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,310',310',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{E8178317-D50D-4CB7-904E-29E288A2C2FB},POINT (235011.21839999966 5403161.2202)
Campsite,145,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,55,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,310',310',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{E9A166D3-CBC2-4E2C-A20A-FE4BC4A4F45B},POINT (234985.61899999995 5403152.5612)
Campsite,146,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,35,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,410',410',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{8887AE07-68D9-4046-BA8E-46BFFC5281B1},POINT (234994.20519999973 5403123.3138999995)
Campsite,148,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,40,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,620',620',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{0A375FD3-51CE-45E2-971A-74744C9053EB},POINT (235025.2773000002 5403144.6885)
Campsite,150,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,50,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,500',500',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{BABC02AD-41FA-4779-A7E3-7BC1360541EE},POINT (235023.59520000033 5403171.898700001)
Campsite,151,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,40,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,150',150',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{2CAF0AA3-EB2F-4CFA-A071-9AA59A17E138},POINT (235047.89740000013 5403177.172800001)
Campsite,152,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,55,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,370',370',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Kittson,1C,2,Northwest Region,1,Northwest,{165A86F6-29FB-4668-AAD4-DD329FA6F116},POINT (235011.60869999975 5403206.2951)
Campsite,153,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,55,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,370',370',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{68A66DF2-8C3B-4A48-8D2A-22E2E4658E93},POINT (235038.89209999982 5403209.4701000005)
Campsite,154,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,40,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,190',190',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{7286B394-EA31-4F66-BE0C-5D79EB1E123A},POINT (234998.56909999996 5403239.921800001)
Campsite,156E,Drive-In Electric,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,t,,40,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,275',275',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{AAE42CD4-DE91-4983-98EB-37992926B10C},POINT (235028.98170000035 5403269.501700001)
Campsite,157,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,40,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,275',275',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Kittson,1C,2,Northwest Region,1,Northwest,{BB49135D-EDC2-4D82-854D-499D2B03561E},POINT (235038.46339999977 5403251.9001)
Campsite,CH158E,Drive-In Electric,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,t,,50,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,195',195',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{D925AD5C-27BD-4F04-9B9E-D9BBF74F11E5},POINT (235045.017 5403285.4037999995)
Campsite,159,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,50,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,195',195',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{527EDE1F-DDFF-4D50-BAD7-96DC8F7C9EB8},POINT (235069.5906999996 5403265.821599999)
Campsite,160E,Drive-In Electric,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,t,,40,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,110',110',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,No ,Kittson,1C,2,Northwest Region,1,Northwest,{88459D0C-9791-4694-9DA1-07E1B813A54B},POINT (235075.1096999999 5403299.578299999)
Campsite,161,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,55,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,180',180',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{F20F97EC-7EA8-4B8B-9125-555A6F3F150A},POINT (235087.45370000042 5403275.020400001)
Campsite,162,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,60,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,125',125',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{9260FED7-08C6-422A-9C32-F6AA85A7D479},POINT (235117.16289999988 5403288.827099999)
Campsite,163,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,45,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,155',155',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{95A05AEF-1935-4CAC-93E4-CEB144B4D96B},POINT (235132.56130000018 5403329.646299999)
Campsite,164,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,40,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,185',185',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Kittson,1C,2,Northwest Region,1,Northwest,{07FF4D3D-3A75-442D-ABB7-3905361C8285},POINT (235147.27460000012 5403302.8342)
Campsite,169,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,45,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,420',420',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{E3B1CAF7-4D99-48D9-9F1D-32E818AADDA5},POINT (235208.57430000044 5403300.8609)
Campsite,171,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,40,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,305',305',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{32EC50AB-8C2D-4B21-87CA-E95D6AF2CCA7},POINT (235185.79839999974 5403276.5425)
Campsite,172,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,45,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,240',240',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{3B5B2F67-3479-49DC-A0F9-E86D792EDAE9},POINT (235167.48900000006 5403294.721000001)
Campsite,173,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,40,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,385',385',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{AEB58D2A-5361-4FD1-930B-E82F138E39E1},POINT (235158.89809999987 5403259.887)
Campsite,174,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,40,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,225',225',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{AD8E6938-32C0-4EFD-A40F-B7A100A555B3},POINT (235145.43900000025 5403282.761299999)
Campsite,175,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,45,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,310',310',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Kittson,1C,2,Northwest Region,1,Northwest,{2A9EB3B7-330D-4B2C-B363-323AB9478908},POINT (235119.02850000001 5403248.2588)
Campsite,176,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,45,9,Gravel,B,,,10x16,Grass/ Bare Ground,.5 mile,230',230',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{A1351DF3-BCDB-4847-9199-A62327C9642F},POINT (235115.77869999968 5403272.1434)
Campsite,177,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,45,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,365',365',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{E33EDC4E-F9AB-4B12-AE6E-319894B21390},POINT (235101.60510000028 5403235.487600001)
Campsite,178,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,45,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,300',300',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{A06A7A95-8774-4B1A-8368-2D2085906680},POINT (235082.4241000004 5403251.0907000005)
Campsite,179,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,40,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,285',285',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Kittson,1C,2,Northwest Region,1,Northwest,{6EBC9406-FACD-4EE7-8558-BCBA76FDE6B6},POINT (235052.4796000002 5403226.4354)
Campsite,180,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,35,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,435',435',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{B30F370D-F71D-48AA-9392-877FC47F1CFB},POINT (235073.86110000033 5403207.548)
Campsite,181,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,45,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,490',490',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{DA1C1208-8CFE-45BB-AC3B-B5B6CC2E2F21},POINT (235053.01819999982 5403191.643999999)
Campsite,183,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,30,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,540',540',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{6A8252D1-ED95-43E1-91FC-DC3892198053},POINT (235102.5736999996 5403190.9955)
Campsite,185,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,45,9,Gravel,B,,,10x16,Grass/ Bare Ground,,,,,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{803163C9-BC59-4013-A39D-1246CD55702F},POINT (235123.94469999988 5403223.4694)
Campsite,186,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,35,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,625',625',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{0A7CAEB5-D053-4CFB-9C70-A58514E77C9F},POINT (235143.62959999964 5403202.700099999)
Campsite,187,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,45,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,315',315',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{798A6BEE-5C0A-415A-AC06-05332495CF87},POINT (235150.01520000026 5403237.2115)
Campsite,188,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,45,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,435',435',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{076E4AAE-767B-44AA-9620-7A91B50521DF},POINT (235168.70749999955 5403212.366900001)
Campsite,189,Drive-In,,,Two Rivers Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,,55,9,Gravel,B,,,10x16,Grass/ Bare Ground,.3 mile,385',385',1.5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{FAF0A5C9-D4BC-431F-A591-030548336EB9},POINT (235184.91440000013 5403252.0755)
Campsite,H1,Drive-In Equestrian,,,Equestrian Campground,Horse Campground,Lake Carlos State Park,SPK00211,State Park,Global Positioning System,,,100,16,Gravel,B,t,t,16x16,Grass,1 mile,200',.2 mile,.5 mile,,t,,,f,,t,6,1,t,,,Partially,Douglas,1B,1,Northwest Region,1,Central,{F6EC898B-545A-41BC-88D9-F69C6678C5C9},POINT (318723.0198999997 5097175.8258)
Campsite,55E,Drive-In Electric,,,Lakeside Extension Campground,,Lake Bronson State Park,SPK00208,State Park,Heads-Up Digitizing,,t,90,9,Gravel,P,,,10x16,Grass/ Bare Ground,.2 mile,820',820',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Kittson,1C,2,Northwest Region,1,Northwest,{ADFD11F0-AFF6-4647-8804-6888A694A065},POINT (233154.47369999997 5403204.304099999)
Campsite,56E,Drive-In Electric,,,Lakeside Extension Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,t,45,9,Gravel,B,,,10x16,Grass/ Bare Ground,.2 mile,870',870',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Kittson,1C,2,Northwest Region,1,Northwest,{9DECEAA5-5446-49DE-AF7A-E195058ABD01},POINT (233230.95799999963 5403238.1094)
Campsite,57E,Drive-In Electric,,,Lakeside Extension Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,t,35,9,Gravel,B,,,10x16,Grass/ Bare Ground,.2 mile,995',995',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{F402DA64-E436-4737-A965-7B7C0CAECB6D},POINT (233195.22539999988 5403237.6863)
Campsite,59E,Drive-In Electric,,,Lakeside Extension Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,t,45,9,Gravel,B,,,10x16,Grass/ Bare Ground,.2 mile,995',995',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Kittson,1C,2,Northwest Region,1,Northwest,{E6541D66-F76C-44A0-AE5E-048A912405F5},POINT (233127.8513000002 5403216.26)
Campsite,60E,Drive-In Electric,,,Lakeside Extension Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,t,40,9,Gravel,B,,,10x16,Grass/ Bare Ground,.2 mile,895',895',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{EB04FB07-BC3D-4A8B-93CC-43A7A988A89F},POINT (233156.89070000034 5403174.516899999)
Campsite,61E,Drive-In Electric,,,Lakeside Extension Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,t,35,9,Gravel,B,,,10x16,Grass/ Bare Ground,.2 mile,760',760',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Kittson,1C,2,Northwest Region,1,Northwest,{7AA2FF55-F74A-43A1-B38C-FBA8426B32A9},POINT (233197.1116000004 5403170.892899999)
Campsite,62E,Drive-In Electric,,,Lakeside Extension Campground,,Lake Bronson State Park,SPK00208,State Park,Global Positioning System,,t,35,9,Gravel,B,,,10x16,Grass/ Bare Ground,.2 mile,800',800',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Kittson,1C,2,Northwest Region,1,Northwest,{2D38E7DE-B1BA-479F-AD84-76AD098BD1F5},POINT (233248.2396999998 5403165.803300001)
